i,utc_s,fix,true_lat,true_lon,rep_lat,rep_lon,nmea_lat,nmea_lon,knots,cog,corrupted
471,37371,True,1.344525528,103.818762828,1.344533480,103.818757306,0120.67201N,10349.12544E,2.773314396,85.638734740,False
472,37372,True,1.344527461,103.818774350,1.344544974,103.818772505,0120.67270N,10349.12635E,2.120947545,74.630465472,False
473,37373,True,1.344529393,103.818785873,1.344528661,103.818780711,0120.67172N,10349.12684E,2.314859082,80.156930393,False
474,37374,True,1.344531326,103.818797395,1.344547123,103.818783114,0120.67283N,10349.12699E,2.612311428,67.227167487,False
475,37375,True,1.344533259,103.818808917,1.344534872,103.818781397,0120.67209N,10349.12688E,2.281729802,80.329486828,False
476,37376,True,1.344535192,103.818820440,1.344538132,103.818812330,0120.67229N,10349.12874E,2.515953468,82.204338665,False
477,37377,True,1.344537125,103.818831962,1.344533080,103.818821701,0120.67198N,10349.12930E,2.315333720,85.157821246,False
478,37378,True,1.344539057,103.818843484,1.344524952,103.818848411,0120.67150N,10349.13090E,2.557507687,73.916776539,False
479,37379,True,1.344540990,103.818855007,1.344547951,103.818855947,0120.67288N,10349.13136E,2.312828926,83.884165467,False
480,37380,True,1.344542923,103.818866529,1.344540442,103.818870868,0120.67243N,10349.13225E,2.432115152,87.585084294,False
481,37381,True,1.344544856,103.818878051,1.344541962,103.818881473,0120.67252N,10349.13289E,2.132539634,77.554755436,False
482,37382,True,1.344546789,103.818889574,1.344556846,103.818891375,0120.67341N,10349.13348E,2.438180206,74.670831425,False
483,37383,True,1.344548721,103.818901096,1.344555014,103.818891584,0120.67330N,10349.13350E,2.300760993,78.151761765,False
484,37384,True,1.344550654,103.818912619,1.344548574,103.818927910,0120.67291N,10349.13567E,2.516914247,80.458510101,False
485,37385,True,1.344552587,103.818924141,1.344553243,103.818928716,0120.67319N,10349.13572E,2.653254813,81.544823751,False
486,37386,True,1.344554520,103.818935663,1.344562271,103.818939923,0120.67374N,10349.13640E,2.292565375,79.355379061,False
487,37387,True,1.344556453,103.818947186,1.344569442,103.818948627,0120.67417N,10349.13692E,2.590747790,80.020812672,False
488,37388,True,1.344558385,103.818958708,1.344557174,103.818968114,0120.67343N,10349.13809E,2.436701669,87.160819133,False
489,37389,True,1.344560318,103.818970230,1.344566446,103.818982750,0120.67399N,10349.13897E,2.776992217,80.204230223,False
490,37390,True,1.344562251,103.818981753,1.344568142,103.818984749,0120.67409N,10349.13908E,2.465590884,77.477486821,False
491,37391,True,1.344564184,103.818993275,1.344573326,103.818996780,0120.67440N,10349.13981E,2.655761908,83.589764575,False
492,37392,True,1.344566117,103.819004797,1.344566621,103.818995191,0120.67400N,10349.13971E,2.721187728,78.963846874,False
493,37393,True,1.344568049,103.819016320,1.344583326,103.819030602,0120.67500N,10349.14184E,2.424649541,80.521034764,False
494,37394,True,1.344569982,103.819027842,1.344576616,103.819035695,0120.67460N,10349.14214E,2.531160771,86.081524530,False
495,37395,True,1.344571915,103.819039364,1.344592145,103.819049827,0120.67553N,10349.14299E,2.497327786,82.738652093,False
496,37396,True,1.344573848,103.819050887,1.344586578,103.819056792,0120.67519N,10349.14341E,2.405278567,77.033260444,False
497,37397,True,1.344575781,103.819062409,1.344597690,103.819065213,0120.67586N,10349.14391E,2.294689372,82.463351862,False
498,37398,True,1.344577713,103.819073932,1.344600746,103.819073765,0120.67604N,10349.14443E,2.700324426,72.602453960,False
499,37399,True,1.344579646,103.819085454,1.344601447,103.819073549,0120.67609N,10349.14441E,2.430998724,79.289810653,False
500,37400,True,1.344581579,103.819096976,1.344599424,103.819102467,0120.67597N,10349.14615E,2.350014113,83.544501537,False
501,37401,True,1.344583512,103.819108499,1.344597390,103.819104430,0120.67584N,10349.14627E,2.555716950,80.160090689,False
502,37402,True,1.344585445,103.819120021,1.344597119,103.819131961,0120.67583N,10349.14792E,2.697958863,84.506253983,False
503,37403,True,1.344587377,103.819131543,1.344597025,103.819121332,0120.67582N,10349.14728E,2.366488472,74.939020158,False
504,37404,True,1.344589310,103.819143066,1.344589771,103.819157750,0120.67539N,10349.14946E,2.470491401,80.493303731,False
505,37405,True,1.344591243,103.819154588,1.344596050,103.819160425,0120.67576N,10349.14963E,2.427868072,84.038646809,False
506,37406,True,1.344593176,103.819166110,1.344602686,103.819184396,0120.67616N,10349.15106E,2.374696864,76.389990417,False
507,37407,True,1.344595109,103.819177633,1.344601388,103.819194857,0120.67608N,10349.15169E,2.219351165,81.721407552,False
508,37408,True,1.344597041,103.819189155,1.344594634,103.819193694,0120.67568N,10349.15162E,2.713074301,85.822149968,False
509,37409,True,1.344598974,103.819200677,1.344589103,103.819208062,0120.67535N,10349.15248E,2.664468377,76.820951014,False
510,37410,True,1.344600907,103.819212200,1.344592185,103.819223313,0120.67553N,10349.15340E,2.626654782,74.550192908,False
511,37411,True,1.344602840,103.819223722,1.344603640,103.819234527,0120.67622N,10349.15407E,2.563046025,81.786575126,False
512,37412,True,1.344604773,103.819235245,1.344590592,103.819248136,0120.67544N,10349.15489E,2.407832320,78.299823525,False
513,37413,True,1.344606705,103.819246767,1.344603200,103.819255734,0120.67619N,10349.15534E,2.512316281,80.863590056,False
514,37414,True,1.344608638,103.819258289,1.344618141,103.819268305,0120.67709N,10349.15610E,2.316338411,73.375295816,False
515,37415,True,1.344610571,103.819269812,1.344613887,103.819283052,0120.67683N,10349.15698E,2.335724303,82.681844305,False
516,37416,True,1.344612504,103.819281334,1.344595205,103.819301612,0120.67571N,10349.15810E,2.078377337,76.838387688,False
517,37417,True,1.344614437,103.819292856,1.344606533,103.819302146,0120.67639N,10349.15813E,2.727245774,81.035655337,False
518,37418,True,1.344616369,103.819304379,1.344608331,103.819310794,0120.67650N,10349.15865E,2.377444328,76.743898566,False
519,37419,True,1.344618302,103.819315901,1.344603657,103.819322877,0120.67622N,10349.15937E,2.203053968,84.880458196,False
520,37420,True,1.344620235,103.819327423,1.344625560,103.819340302,0120.67753N,10349.16042E,2.661941124,76.952497069,False
521,37421,True,1.344622168,103.819338946,1.344614724,103.819358603,0120.67688N,10349.16152E,2.789460286,77.997123709,False
522,37422,True,1.344624101,103.819350468,1.344615122,103.819385099,0120.67691N,10349.16311E,2.580824592,84.617643491,False
523,37423,True,1.344626033,103.819361990,1.344626442,103.819388584,0120.67759N,10349.16332E,2.657607127,79.571080966,False
524,37424,True,1.344627966,103.819373513,1.344625311,103.819391297,0120.67752N,10349.16348E,2.322515687,85.966553747,False
525,37425,True,1.344629899,103.819385035,1.344614555,103.819404597,0120.67687N,10349.16428E,2.578685505,81.702525741,False
526,37426,True,1.344631832,103.819396558,1.344635891,103.819417342,0120.67815N,10349.16504E,2.582853907,72.381873661,False
527,37427,True,1.344633765,103.819408080,1.344636537,103.819420888,0120.67819N,10349.16525E,2.295792308,81.150062065,False
528,37428,True,1.344635697,103.819419602,1.344630400,103.819439658,0120.67782N,10349.16638E,2.688544881,70.527203129,False
529,37429,True,1.344637630,103.819431125,1.344636837,103.819459200,0120.67821N,10349.16755E,2.587739240,85.227164376,False
530,37430,True,1.344639563,103.819442647,1.344631448,103.819468058,0120.67789N,10349.16808E,2.733313994,80.283976036,False
531,37431,True,1.344641496,103.819454169,1.344646811,103.819473092,0120.67881N,10349.16839E,3.314491684,130.623947552,False
532,37432,True,1.344632411,103.819466659,1.344620742,103.819473950,0120.67724N,10349.16844E,2.432683368,148.444285745,False
533,37433,True,1.344622203,103.819472454,1.344616131,103.819484906,0120.67697N,10349.16909E,2.576814442,151.223613855,False
534,37434,True,1.344611996,103.819478250,1.344603230,103.819493696,0120.67619N,10349.16962E,2.323200191,150.766166974,False
535,37435,True,1.344601788,103.819484046,1.344594070,103.819490354,0120.67564N,10349.16942E,2.638461617,147.123344394,False
536,37436,True,1.344591580,103.819489841,1.344578753,103.819509713,0120.67473N,10349.17058E,2.485231614,156.384113752,False
537,37437,True,1.344581372,103.819495637,1.344588011,103.819520331,0120.67528N,10349.17122E,2.165818158,154.812864845,False
538,37438,True,1.344571165,103.819501432,1.344580546,103.819527860,0120.67483N,10349.17167E,2.383651046,150.551905368,False
539,37439,True,1.344560957,103.819507228,1.344545687,103.819542984,0120.67274N,10349.17258E,2.439853447,145.319149702,False
540,37440,True,1.344550749,103.819513023,1.344558495,103.819530693,0120.67351N,10349.17184E,2.772182364,144.371497715,False
541,37441,True,1.344540542,103.819518819,1.344542683,103.819543863,0120.67256N,10349.17263E,2.646874959,151.397028295,False
542,37442,True,1.344530334,103.819524614,1.344527068,103.819553473,0120.67162N,10349.17321E,2.525495143,147.434475634,False
543,37443,True,1.344520126,103.819530410,1.344529493,103.819554396,0120.67177N,10349.17326E,2.363859355,148.364646875,False
544,37444,True,1.344509918,103.819536205,1.344503094,103.819549892,0120.67019N,10349.17299E,2.487741439,151.586482028,False
545,37445,True,1.344499711,103.819542001,1.344507460,103.819565497,0120.67045N,10349.17393E,2.601323804,150.867824990,False
546,37446,True,1.344489503,103.819547797,1.344475056,103.819570697,0120.66850N,10349.17424E,2.633348910,154.188359561,False
547,37447,True,1.344479295,103.819553592,1.344469059,103.819568772,0120.66814N,10349.17413E,2.304168189,141.208674751,False
548,37448,True,1.344469088,103.819559388,1.344470633,103.819585847,0120.66824N,10349.17515E,3.101695153,146.874563954,False
549,37449,True,1.344458880,103.819565183,1.344437304,103.819581618,0120.66624N,10349.17490E,2.299925274,153.533786807,False
550,37450,True,1.344448672,103.819570979,1.344449129,103.819591922,0120.66695N,10349.17552E,2.359894446,151.155670639,False
551,37451,True,1.344438465,103.819576774,1.344439683,103.819602073,0120.66638N,10349.17612E,2.237926407,145.600820141,False
552,37452,True,1.344428257,103.819582570,1.344424515,103.819606995,0120.66547N,10349.17642E,2.865649368,155.190988835,False
553,37453,True,1.344418049,103.819588365,1.344391132,103.819611735,0120.66347N,10349.17670E,2.110511261,151.786102891,False
554,37454,True,1.344407841,103.819594161,1.344395130,103.819615378,0120.66371N,10349.17692E,2.517631745,153.515743272,False
555,37455,True,1.344397634,103.819599956,1.344380265,103.819610310,0120.66282N,10349.17662E,2.845818223,149.553396262,False
556,37456,True,1.344387426,103.819605752,1.344384059,103.819621824,0120.66304N,10349.17731E,2.293686991,140.084092486,False
557,37457,True,1.344377218,103.819611548,1.344366831,103.819616332,0120.66201N,10349.17698E,2.583196368,151.097896954,False
558,37458,True,1.344367011,103.819617343,1.344358939,103.819621660,0120.66154N,10349.17730E,2.502707109,152.559751658,False
559,37459,True,1.344356803,103.819623139,1.344351646,103.819637173,0120.66110N,10349.17823E,2.488092762,153.100183031,False
560,37460,True,1.344346595,103.819628934,1.344325275,103.819641094,0120.65952N,10349.17847E,2.612881450,146.643799597,False
561,37461,True,1.344336387,103.819634730,1.344327195,103.819645064,0120.65963N,10349.17870E,2.474719591,146.034378949,False
562,37462,True,1.344326180,103.819640525,1.344323252,103.819662868,0120.65940N,10349.17977E,2.768300375,146.021849020,False
563,37463,True,1.344315972,103.819646321,1.344307518,103.819662921,0120.65845N,10349.17978E,2.565482466,143.563203111,False
564,37464,True,1.344305764,103.819652116,1.344297993,103.819679560,0120.65788N,10349.18077E,2.438488101,141.593956725,False
565,37465,True,1.344295557,103.819657912,1.344292544,103.819665539,0120.65755N,10349.17993E,2.171578920,154.512143042,False
566,37466,True,1.344285349,103.819663707,1.344270625,103.819686894,0120.65624N,10349.18121E,2.357766555,145.029034988,False
567,37467,True,1.344275141,103.819669503,1.344271275,103.819669795,0120.65628N,10349.18019E,2.374587173,147.927753910,False
568,37468,True,1.344264933,103.819675299,1.344262890,103.819682649,0120.65577N,10349.18096E,2.394117923,143.559833995,False
569,37469,True,1.344254726,103.819681094,1.344244401,103.819694437,0120.65466N,10349.18167E,2.228404813,154.234334483,False
570,37470,True,1.344244518,103.819686890,1.344227693,103.819689282,0120.65366N,10349.18136E,2.594244249,148.312918248,False
571,37471,True,1.344234310,103.819692685,1.344220095,103.819709477,0120.65321N,10349.18257E,2.719462590,154.759159696,False
572,37472,True,1.344224103,103.819698481,1.344214163,103.819715591,0120.65285N,10349.18294E,2.314745457,154.835832601,False
573,37473,True,1.344213895,103.819704276,1.344207904,103.819710761,0120.65247N,10349.18265E,2.544376790,153.101770010,False
574,37474,True,1.344203687,103.819710072,1.344193934,103.819730687,0120.65164N,10349.18384E,2.279403118,148.544773598,False
575,37475,True,1.344193480,103.819715867,1.344181460,103.819719776,0120.65089N,10349.18319E,2.500755884,146.717242841,False
576,37476,True,1.344183272,103.819721663,1.344177296,103.819732074,0120.65064N,10349.18392E,2.317001174,147.988348573,False
577,37477,True,1.344173064,103.819727458,1.344167918,103.819725678,0120.65008N,10349.18354E,2.720609533,154.558893887,False
578,37478,True,1.344162856,103.819733254,1.344162089,103.819742141,0120.64973N,10349.18453E,2.271459142,148.429788590,False
579,37479,True,1.344152649,103.819739050,1.344150238,103.819751049,0120.64901N,10349.18506E,2.587404615,159.524963096,False
580,37480,True,1.344142441,103.819744845,1.344152972,103.819755320,0120.64918N,10349.18532E,2.851113920,156.111838544,False
581,37481,True,1.344132233,103.819750641,1.344117525,103.819761446,0120.64705N,10349.18569E,2.402077696,154.539013998,False
582,37482,True,1.344122026,103.819756436,1.344108676,103.819771160,0120.64652N,10349.18627E,2.855476499,148.185332865,False
583,37483,True,1.344111818,103.819762232,1.344093995,103.819763822,0120.64564N,10349.18583E,2.969160019,149.718340019,False
584,37484,True,1.344101610,103.819768027,1.344087074,103.819781740,0120.64522N,10349.18690E,2.720433160,150.476724442,False
585,37485,True,1.344091402,103.819773823,1.344060975,103.819790069,0120.64366N,10349.18740E,2.507094874,148.464786844,False
586,37486,True,1.344081195,103.819779618,1.344057100,103.819799919,0120.64343N,10349.18800E,2.507262979,143.972182542,False
587,37487,True,1.344070987,103.819785414,1.344039959,103.819808621,0120.64240N,10349.18852E,2.435091482,149.164942854,False
588,37488,True,1.344060779,103.819791209,1.344030692,103.819797098,0120.64184N,10349.18783E,2.431305419,147.941507956,False
589,37489,True,1.344050572,103.819797005,1.344021329,103.819821209,0120.64128N,10349.18927E,2.350078652,153.441980055,False
590,37490,True,1.344040364,103.819802801,1.344005101,103.819827223,0120.64031N,10349.18963E,2.575229944,153.990022461,False
591,37491,True,1.344030156,103.819808596,1.343993466,103.819828566,0120.63961N,10349.18971E,2.546739216,152.213183961,False
592,37492,True,1.344019949,103.819814392,1.343983656,103.819835229,0120.63902N,10349.19011E,2.208090079,148.937303180,False
593,37493,True,1.344009741,103.819820187,1.343986300,103.819853835,0120.63918N,10349.19123E,2.631679815,111.289045851,False
594,37494,True,1.344004789,103.819830962,1.343973907,103.819844086,0120.63843N,10349.19065E,2.727984048,107.932214046,False
595,37495,True,1.344000014,103.819841637,1.343982346,103.819860988,0120.63894N,10349.19166E,2.123406342,110.058326878,False
596,37496,True,1.343995239,103.819852311,1.343971353,103.819870160,0120.63828N,10349.19221E,2.746196422,117.318397987,False
597,37497,True,1.343990464,103.819862986,1.343974108,103.819888105,0120.63845N,10349.19329E,2.659765952,114.097067770,False
598,37498,True,1.343985689,103.819873660,1.343960528,103.819886625,0120.63763N,10349.19320E,2.737701179,114.904597307,False
599,37499,True,1.343980914,103.819884335,1.343959024,103.819899851,0120.63754N,10349.19399E,2.648895742,111.078122300,False
600,37500,True,1.343976140,103.819895009,1.343952511,103.819913707,0120.63715N,10349.19482E,2.602737096,103.666480470,False
601,37501,True,1.343971365,103.819905684,1.343951114,103.819924938,0120.63707N,10349.19550E,2.420296722,106.491127011,False
602,37502,True,1.343966590,103.819916358,1.343955345,103.819934781,0120.63732N,10349.19609E,2.321225649,121.678116951,False
603,37503,True,1.343961815,103.819927033,1.343959771,103.819943337,0120.63759N,10349.19660E,2.218688495,112.792380377,False
604,37504,True,1.343957040,103.819937707,1.343944019,103.819951333,0120.63664N,10349.19708E,2.789705259,114.905804940,False
605,37505,True,1.343952265,103.819948382,1.343926390,103.819977475,0120.63558N,10349.19865E,2.585633285,109.384759345,False
606,37506,True,1.343947490,103.819959056,1.343933193,103.819974714,0120.63599N,10349.19848E,2.532786409,116.313421559,False
607,37507,True,1.343942715,103.819969731,1.343938022,103.819997288,0120.63628N,10349.19984E,2.528950034,112.142886227,False
608,37508,True,1.343937941,103.819980405,1.343934478,103.819997844,0120.63607N,10349.19987E,2.303928384,115.748456909,False
609,37509,True,1.343933166,103.819991080,1.343916558,103.820015195,0120.63499N,10349.20091E,2.891094648,114.473557780,False
610,37510,True,1.343928391,103.820001754,1.343912268,103.820033034,0120.63474N,10349.20198E,2.408976135,111.750612662,False
611,37511,True,1.343923616,103.820012429,1.343904507,103.820059568,0120.63427N,10349.20357E,2.669586230,121.512312930,False
612,37512,True,1.343918841,103.820023103,1.343877502,103.820037656,0120.63265N,10349.20226E,2.465413642,108.596062064,False
613,37513,True,1.343914066,103.820033778,1.343891382,103.820052405,0120.63348N,10349.20314E,2.418921180,118.255912874,False
614,37514,True,1.343909291,103.820044452,1.343880020,103.820069605,0120.63280N,10349.20418E,2.344594480,112.457348918,False
615,37515,True,1.343904517,103.820055127,1.343877571,103.820090549,0120.63265N,10349.20543E,2.197839885,109.678349235,False
616,37516,True,1.343899742,103.820065801,1.343879369,103.820087859,0120.63276N,10349.20527E,2.713358017,116.324770606,False
617,37517,True,1.343894967,103.820076476,1.343883356,103.820108396,0120.63300N,10349.20650E,2.675667279,112.447622150,False
618,37518,True,1.343890192,103.820087150,1.343881091,103.820115659,0120.63287N,10349.20694E,2.522231964,116.314916577,False
619,37519,True,1.343885417,103.820097825,1.343873352,103.820119453,0120.63240N,10349.20717E,2.564100322,121.571889738,False
620,37520,True,1.343880642,103.820108499,1.343867893,103.820135583,0120.63207N,10349.20814E,2.491349959,116.257205428,False
621,37521,True,1.343875867,103.820119174,1.343850770,103.820148874,0120.63105N,10349.20893E,2.498609027,123.253126932,False
622,37522,True,1.343871093,103.820129848,1.343839233,103.820166525,0120.63035N,10349.20999E,2.657459439,109.106968526,False
623,37523,True,1.343866318,103.820140523,1.343829415,103.820172277,0120.62976N,10349.21034E,2.536167845,113.326925308,False
624,37524,True,1.343861543,103.820151197,1.343847279,103.820174814,0120.63084N,10349.21049E,2.814987218,110.206145663,False
625,37525,True,1.343856768,103.820161872,1.343833350,103.820180727,0120.63000N,10349.21084E,2.125515119,117.341229612,False
626,37526,True,1.343851993,103.820172546,1.343826693,103.820189134,0120.62960N,10349.21135E,2.467989931,110.915346163,False
627,37527,True,1.343847218,103.820183221,1.343830032,103.820204381,0120.62980N,10349.21226E,2.468221809,114.190195705,False
628,37528,True,1.343842443,103.820193895,1.343813377,103.820209597,0120.62880N,10349.21258E,2.447585756,128.827414301,False
629,37529,True,1.343837668,103.820204570,1.343810784,103.820229105,0120.62865N,10349.21375E,2.338233989,113.416555678,False
630,37530,True,1.343832894,103.820215244,1.343798100,103.820245982,0120.62789N,10349.21476E,1.795439926,44.907112568,False
631,37531,True,1.343839762,103.820220711,1.343814288,103.820235012,0120.62886N,10349.21410E,2.371679995,341.630700604,False
632,37532,True,1.343850834,103.820216783,1.343817477,103.820245252,0120.62905N,10349.21472E,2.479322295,341.138599870,False
633,37533,True,1.343861906,103.820212854,1.343834723,103.820233505,0120.63008N,10349.21401E,2.201937635,336.889479919,False
634,37534,True,1.343872978,103.820208925,1.343841207,103.820236660,0120.63047N,10349.21420E,2.547123122,329.364302839,False
635,37535,True,1.343884050,103.820204996,1.343869275,103.820224818,0120.63216N,10349.21349E,2.880189115,342.346050040,False
636,37536,True,1.343895122,103.820201067,1.343875145,103.820215612,0120.63251N,10349.21294E,2.498713214,342.603721965,False
637,37537,True,1.343906193,103.820197138,1.343874299,103.820212541,0120.63246N,10349.21275E,2.799680816,343.208507276,False
638,37538,True,1.343917265,103.820193209,1.343903193,103.820203996,0120.63419N,10349.21224E,2.676595851,334.197621949,False
639,37539,True,1.343928337,103.820189281,1.343905629,103.820197517,0120.63434N,10349.21185E,2.731855464,338.544129940,False
640,37540,True,1.343939409,103.820185352,1.343924939,103.820204253,0120.63550N,10349.21226E,2.833782702,339.904796670,False
641,37541,True,1.343950481,103.820181423,1.343942059,103.820198675,0120.63652N,10349.21192E,2.563613527,338.321260949,False
642,37542,True,1.343961552,103.820177494,1.343950002,103.820194391,0120.63700N,10349.21166E,2.686549591,338.541071334,False
643,37543,True,1.343972624,103.820173565,1.343952397,103.820197240,0120.63714N,10349.21183E,2.396722034,347.096496462,False
644,37544,True,1.343983696,103.820169636,1.343957810,103.820177053,0120.63747N,10349.21062E,2.718819284,335.655580849,False
645,37545,True,1.343994768,103.820165708,1.343975997,103.820174725,0120.63856N,10349.21048E,2.310875660,339.688650261,False
646,37546,True,1.344005840,103.820161779,1.343975356,103.820181612,0120.63852N,10349.21090E,2.491638960,337.794982946,False
647,37547,True,1.344016911,103.820157850,1.343992230,103.820166143,0120.63953N,10349.20997E,2.280995062,337.719801368,False
648,37548,True,1.344027983,103.820153921,1.344008206,103.820165130,0120.64049N,10349.20991E,2.713019794,344.948959627,False
649,37549,True,1.344039055,103.820149992,1.344016651,103.820159249,0120.64100N,10349.20955E,2.472835500,335.857940086,False
650,37550,True,1.344050127,103.820146063,1.344020699,103.820160237,0120.64124N,10349.20961E,2.549564976,340.830548199,False
651,37551,True,1.344061199,103.820142135,1.344046152,103.820146703,0120.64277N,10349.20880E,2.641940122,338.764089848,False
652,37552,True,1.344072271,103.820138206,1.344051961,103.820143592,0120.64312N,10349.20862E,2.634225324,339.475412300,False
653,37553,True,1.344083342,103.820134277,1.344067552,103.820133148,0120.64405N,10349.20799E,2.422025044,334.221549930,False
654,37554,True,1.344094414,103.820130348,1.344077494,103.820128016,0120.64465N,10349.20768E,2.587473606,335.464793276,False
655,37555,True,1.344105486,103.820126419,1.344086672,103.820138422,0120.64520N,10349.20831E,2.838694079,345.807722976,False
656,37556,True,1.344116558,103.820122490,1.344098824,103.820126652,0120.64593N,10349.20760E,2.290156884,346.855643809,False
657,37557,True,1.344127630,103.820118561,1.344117114,103.820114169,0120.64703N,10349.20685E,2.677342192,343.822199967,False
658,37558,True,1.344138701,103.820114633,1.344117302,103.820113412,0120.64704N,10349.20680E,2.913026764,338.801163482,False
659,37559,True,1.344149773,103.820110704,1.344132166,103.820112332,0120.64793N,10349.20674E,2.419393003,338.637657797,False
660,37560,True,1.344160845,103.820106775,1.344136422,103.820113244,0120.64819N,10349.20679E,2.598773727,337.418193470,False
661,37561,True,1.344171917,103.820102846,1.344162088,103.820107118,0120.64973N,10349.20643E,2.667165422,338.800759709,False
662,37562,True,1.344182989,103.820098917,1.344173744,103.820104193,0120.65042N,10349.20625E,2.567280339,341.644979586,False
663,37563,True,1.344194060,103.820094988,1.344185151,103.820096474,0120.65111N,10349.20579E,2.805382372,344.272343107,False
664,37564,True,1.344205132,103.820091060,1.344182497,103.820087971,0120.65095N,10349.20528E,2.409030011,241.686471598,False
665,37565,True,1.344199492,103.820082378,1.344187711,103.820067018,0120.65126N,10349.20402E,2.674200559,226.597102653,False
666,37566,True,1.344190460,103.820074900,1.344168155,103.820062306,0120.65009N,10349.20374E,2.311048206,217.239407355,False
667,37567,True,1.344181428,103.820067422,1.344166491,103.820054885,0120.64999N,10349.20329E,2.528433661,229.501189211,False
668,37568,True,1.344172397,103.820059943,1.344156211,103.820041749,0120.64937N,10349.20250E,2.305091787,214.770888385,False
669,37569,True,1.344163365,103.820052465,1.344143280,103.820046374,0120.64860N,10349.20278E,2.690377154,222.897897553,False
670,37570,True,1.344154333,103.820044987,1.344130458,103.820013389,0120.64783N,10349.20080E,2.615088943,220.208339962,False
671,37571,True,1.344145301,103.820037509,1.344118078,103.820010175,0120.64708N,10349.20061E,2.472513158,212.260000231,False
672,37572,True,1.344136270,103.820030031,1.344121067,103.819998830,0120.64726N,10349.19993E,2.147117120,222.417719461,False
673,37573,True,1.344127238,103.820022552,1.344109094,103.819989713,0120.64655N,10349.19938E,2.815992442,220.051490291,False
674,37574,True,1.344118206,103.820015074,1.344098400,103.819983303,0120.64590N,10349.19900E,2.701676285,218.127174898,False
675,37575,True,1.344109174,103.820007596,1.344085894,103.819970448,0120.64515N,10349.19823E,2.033057603,225.135571606,False
676,37576,True,1.344100142,103.820000118,1.344096643,103.819970721,0120.64580N,10349.19824E,0.695405386,70.347977278,False
677,37577,True,1.344100000,103.820000000,1.344083670,103.819962399,0120.64502N,10349.19774E,0.316566849,135.595953732,False
678,37578,True,1.344100000,103.820000000,1.344082017,103.819969526,0120.64492N,10349.19817E,0.116646669,44.796076938,False
679,37579,True,1.344100000,103.820000000,1.344073811,103.819969385,0120.64443N,10349.19816E,0.070977021,284.392682158,False
680,37580,True,1.344100000,103.820000000,1.344077473,103.819965317,0120.64465N,10349.19792E,0.305080118,276.186880057,False
681,37581,True,1.344100000,103.820000000,1.344069382,103.819962865,0120.64416N,10349.19777E,0.372372078,69.108749203,False
682,37582,True,1.344100000,103.820000000,1.344072970,103.819968680,0120.64438N,10349.19812E,0.239509692,162.401368786,False
683,37583,True,1.344100000,103.820000000,1.344079445,103.819961292,0120.64477N,10349.19768E,0.312365711,194.396213516,False
684,37584,True,1.344100000,103.820000000,1.344068464,103.819975805,0120.64411N,10349.19855E,0.199141060,288.652170007,False
685,37585,True,1.344100000,103.820000000,1.344069367,103.819981978,0120.64416N,10349.19892E,0.540933817,181.619599315,False
686,37586,True,1.344100000,103.820000000,1.344075818,103.819963054,0120.64455N,10349.19778E,0.141063396,156.521719169,False
687,37587,True,1.344100000,103.820000000,1.344086430,103.819971307,0120.64519N,10349.19828E,0.427545005,240.515138463,False
688,37588,True,1.344100000,103.820000000,1.344072960,103.819972220,0120.64438N,10349.19833E,0.272009674,44.014535815,False
689,37589,True,1.344100000,103.820000000,1.344079649,103.819978837,0120.64478N,10349.19873E,0.383677856,153.829259366,False
690,37590,True,1.344100000,103.820000000,1.344071018,103.819993350,0120.64426N,10349.19960E,0.353034992,255.402949678,False
691,37591,True,1.344100000,103.820000000,1.344069074,103.819988434,0120.64414N,10349.19931E,0.363439550,81.919943017,False
692,37592,True,1.344100000,103.820000000,1.344076278,103.819970563,0120.64458N,10349.19823E,0.179220407,109.436047846,False
693,37593,True,1.344100000,103.820000000,1.344078764,103.819991723,0120.64473N,10349.19950E,0.220721285,220.831386683,False
694,37594,True,1.344100000,103.820000000,1.344079843,103.819987422,0120.64479N,10349.19925E,0.154160491,47.554873452,False
695,37595,True,1.344100000,103.820000000,1.344078288,103.819993837,0120.64470N,10349.19963E,0.234111842,232.782293509,False
696,37596,True,1.344100000,103.820000000,1.344081209,103.819986803,0120.64487N,10349.19921E,0.318546485,27.319548984,False
697,37597,True,1.344100000,103.820000000,1.344081218,103.819968930,0120.64487N,10349.19814E,0.252945034,150.713793722,False
698,37598,True,1.344100000,103.820000000,1.344077072,103.819979261,0120.64462N,10349.19876E,0.089311722,44.753227692,False
699,37599,True,1.344100000,103.820000000,1.344077623,103.819971164,0120.64466N,10349.19827E,0.441546784,328.817594201,False
700,37600,True,1.344100000,103.820000000,1.344080868,103.819970715,0120.64485N,10349.19824E,0.471546765,266.946091197,False
701,37601,True,1.344100000,103.820000000,1.344080182,103.819972233,0120.64481N,10349.19833E,0.245773780,80.308559439,False
